"New password","Novo geslo"
"Confirm new password","Potrdi novo geslo"
"Hint: The password should be at least seven characters long. To make it stronger, use upper and lower case letters, numbers and symbols like ! \" ? $ %s ^ &amp; ).","Namig: Geslo naj bo dolgo najmanj 7 znakov. Za boljšo zaščito uporabi velike in male črke, številke in simbole kot so ! \" ? $ %s ^ &amp; )."
"Registration Form","Obrazec za registracijo"
"Register For This Site","Registracija na tem spletišču"
"A password will be e-mailed to you.","Geslo boste prejeli po e-pošti."
"Password Lost and Found","Pomoč za pozabljeno geslo"
"Lost your password?","Ste pozabili geslo?"
"You have logged in successfully.","Prijava je bila uspešna."
"<strong>ERROR</strong>: Cookies are blocked or not supported by your browser. You must <a href='http://www.google.com/cookies.html'>enable cookies</a> to use WordPress.","<strong>NAPAKA</strong>: Piškotki so blokirani ali niso podprti v vašem brskalniku. Za uporabo WordPress-a morate <a href='http://www.google.com/cookies.html'>dovoliti sprejemanje piškotkov</a>."
"You are now logged out.","Sedaj niste več prijavljeni."
"User registration is currently not allowed.","Registracija uporabnikov trenutno ni dovoljena."
"Check your e-mail for the confirmation link.","Preverite vaš e-poštni nabiralnik za potrditveni naslov."
"Check your e-mail for your new password.","Preverite vaš e-poštni nabiralnik za vaše novo geslo."
"Registration complete. Please check your e-mail.","Registracija končana. Prosim, preverite vaš e-poštni nabiralnik."
"Your session has expired. Please log-in again.","Vaša seja je potekla. Prosim, prijavite se ponovno."
"<strong>You have successfully updated WordPress!</strong> Please log back in to experience the awesomeness.","<strong>Uspešno ste posodobili WordPress!</strong> Prosim, da se ponovno prijavite, da izkusite kako super je."
"This action has been disabled by the administrator.","Dejanje je bilo izklopljeno s strani admin uporabnika."
"Slow down cowboy, no need to check for new mails so often!","Počasi, ni potrebe za preverjanje pošte tako pogosto!"
"There doesn&#8217;t seem to be any new mail.","Izgleda, kot da ni nove pošte."
"Author is %s","Avtor je %s"
"<strong>Author:</strong> %s","<strong>Avtor:</strong> %s"
"<strong>Posted title:</strong> %s","<strong>Objavljen naslov:</strong> %s"
"Oops: %s","Ops: %s"
"Mission complete. Message <strong>%s</strong> deleted.","Misija končana. Sporočilo <strong>%s</strong> je izbrisano."
"Site Name:","Ime Spletišča:"
"Site Domain:","Domena Spletišča:"
"sitename","ime-spletisca"
"domain","domena"
"Your address will be %s.","Vaš naslov bo %s."
"Must be at least 4 characters, letters and numbers only. It cannot be changed, so choose carefully!","Mora vsebovati vsaj 4 znaka, črke ali samo številke. Izberite previdno, ker ga ni mogoče spremeniti!"
"Site Title:","Ime Spletišča:"
"Privacy:","Zasebnost:"
"Allow search engines to index this site.","Dovoli spletnim iskalnikom, da indeksirajo to spletišče."
"Yes","Da"
"No","Ne"
"(Must be at least 4 characters, letters and numbers only.)","(Mora vsebovati vsaj 4 znake, samo črke ali številke)"
"Email&nbsp;Address:","E-poštni naslov:"
"We send your registration email to this address. (Double-check your email address before continuing.)","Vašo registracijsko e-pošto pošljemo na ta naslov. (Preverite dvakrat svojo e-pošto preden nadaljujete.)"
"Get <em>another</em> %s site in seconds","Ustvarite <em>še eno</em> %s spletišče v sekundah"
"There was a problem, please correct the form below and try again.","Zgodila se na napaka, prosim popravite spodnji obrazec in poskusite znova."
"Welcome back, %s. By filling out the form below, you can <strong>add another site to your account</strong>. There is no limit to the number of sites you can have, so create to your heart&#8217;s content, but write responsibly!","Dobrodošli nazaj %s. Če izpolnite spodnji obrazec lahko <strong>dodate še eno stran k vašemu računu</strong>. Ni omejitev koliko strani imate, tako da jih ustvarite kolikor želite ampak pišite odgovorno!"
"Sites you are already a member of:","Spletišča, katerih ste že član:"
"If you&#8217;re not going to use a great site domain, leave it for a new user. Now have at it!","Če ne boste uporabljali odličnega imena spletišča, ga pustite drugemu uporabniku. Zdaj pa le poskusite!"
"Create Site","Ustvari Spletišče"
"The site %s is yours.","Spletišče %s je vaše."
"<a href=\"http://%s\">http://%s</a> is your new site. <a href=\"%s\">Log in</a> as &#8220;%s&#8221; using your existing password.","<a href=\"http://%s\">http://%s</a> je vaše novo spletišče. <a href=\"%s\">Prijavite se</a> kot &#8220;%s&#8221; z uporabo vašega obstoječega gesla."
"Get your own %s account in seconds","Pridobite svoj račun %s v sekundah"
"Gimme a site!","Daj mi spletišče!"
"Just a username, please.","Samo uporabniško ime, prosim."
"Next","Naprej"
"%s is your new username","%s je vaše novo uporabniško ime"
"But, before you can start using your new username, <strong>you must activate it</strong>.","Ampak, preden lahko začnete uporabljati vašo novo uporabniško ime, <strong>ga morate aktivirati</strong>."
"Check your inbox at <strong>%s</strong> and click the link given.","Preverite prejeto pošto na naslovu <strong>%s</strong> in kliknite na podano povezavo."
"If you do not activate your username within two days, you will have to sign up again.","Če ne aktivirate vaše uporabniško ime v dveh dneh, se boste morali ponovno prijaviti."
"Signup","Včlanitev"
"Congratulations! Your new site, %s, is almost ready.","Čestitamo! Vaše novo spletišče, %s, je skoraj pripravljena."
"But, before you can start using your site, <strong>you must activate it</strong>.","Preden lahko začnete uporabljati svojo stran <strong>jo morate omogočiti</strong>."
"If you do not activate your site within two days, you will have to sign up again.","Če ne aktivirate svojega spletišča v roku dveh dni, se boste morali znova prijaviti."
"Still waiting for your email?","Še vedno čakate na vašo e-pošto?"
"If you haven&#8217;t received your email yet, there are a number of things you can do:","Če še niste prejeli svoje e-pošte, lahko poskusite naslednje:"
"Wait a little longer. Sometimes delivery of email can be delayed by processes outside of our control.","Malo še počakajte. Včasih je dostava e-pošte zakasnjena zunaj našega nadzora."
"Check the junk or spam folder of your email client. Sometime emails wind up there by mistake.","Preverite smeti ali mapo neželene pošte vašega nabiralnika. Včasih pošta tam zmotoma pristane."
"Have you entered your email correctly?  You have entered %s, if it&#8217;s incorrect, you will not receive your email.","Ste svojo e-pošto pravilno vnesli?  Vnesli ste %s, če to ni pravilno ne boste prejeli svoje e-pošte."
"all","vse"
"none","nič"
"user","uporabnik"
"Greetings Site Administrator! You are currently allowing &#8220;%s&#8221; registrations. To change or disable registration go to your <a href=\"%s\">Options page</a>.","Pozdravljen Administrator Spletišča! Trenutno dovolite registracije tipa &#8220;%s&#8221;. Za spremembo tega ali da onemogočite registracijo, pojdite na <a href=\"%s\">nastavitve</a>."
"Registration has been disabled.","Registracija je bila onemogočena."
"You must first <a href=\"%s\">log in</a>, and then you can create a new site.","Najprej se morate <a href=\"%s\">prijaviti</a>, šele nato lahko ustvarite novo stran."
"User registration has been disabled.","Registracija uporabnikov je bila onemogočena."
"Site registration has been disabled.","Registracija spletišč je bila onemogočena."
"Sorry, new registrations are not allowed at this time.","Oprostite, nove registracije trenutno niso dovoljene."
"You are logged in already. No need to register again!","Ste že prijavljeni. Ni potrebe po ponovni registraciji!"
"<p><em>The site you were looking for, <strong>%s</strong> does not exist, but you can create it now!</em></p>","<p><em>Stran, katero ste iskali, <strong>%s</strong> ne obstaja. Lahko pa jo ustvarite sami!</em></p>"
"<p><em>The site you were looking for, <strong>%s</strong>, does not exist.</em></p>","<p><em>Stran, ki jo iščete, <strong>%s</strong> ne obstaja.</em></p>"
"Learn word","Nauči se besedo"
"Insert Page Break","Vstavi prelom strani"
"Types","Tipi"
"Lower alpha","Mali znaki"
"Lower greek","Male grške črke"
"Lower roman","Male latinske črke"
"Upper alpha","Veliki znaki"
"Upper roman","Velike latinske črke"
"Circle","Krog"
"Disc","Disk"
"Square","Kvadrat"
"Rich Text Area","Bogata vnosna površina"
"Words:","Besed:"
"Styles","Stili"
"Font size","Velikost pisave"
"Font family","Družina pisave"
"Format","Oblika"
"Paragraph","Odstavek"
"Address","Naslov"
"Preformatted","Predoblikovano"
"Heading 1","Naslov 1"
"Heading 2","Naslov 2"
"Heading 3","Naslov 3"
"Heading 4","Naslov 4"
"Heading 5","Naslov 5"
"Heading 6","Naslov 6"
"Blockquote","Citat"
"Code","Koda"
"Code sample","Primer kode"
"Definition term","Pojem definicije "
"Definition description","Opis definicije"
"Underline","Podčrtano"
"Strikethrough (Alt + Shift + D)","Prečrtano (Alt + Shift + D)"
